Title,Release Date,Production Year,Format,AVS,Catalogue
Toy Story 4,2019-10-08,2019,4K/UHD/ATMOS,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-58614278,https://beqcatalogue.readthedocs.io/en/latest/58614278/
Traffik,2018-07-17,2018,BD/DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-56734470,https://beqcatalogue.readthedocs.io/en/latest/56734470/
Trainspotting,2011-09-13,1996,BD/DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-59166350,https://beqcatalogue.readthedocs.io/en/latest/59166350/
Trainspotting 2,2017-06-27,2017,4K/UHD/ATMOS,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-59165952,https://beqcatalogue.readthedocs.io/en/latest/59165952/
Transcendence,2014-07-22,2014,BD/DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-56868322,https://beqcatalogue.readthedocs.io/en/latest/56868322/
Transformers,2017-12-05,2007,4K/UHD/ATMOS,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-56817960,https://beqcatalogue.readthedocs.io/en/latest/56817960/
Transformers: Revenge of the Fallen,2017-12-05,2009,4K/UHD/ATMOS,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-56818042,https://beqcatalogue.readthedocs.io/en/latest/56818042/
Transformers: Dark of the Moon,2017-12-05,2011,4K/UHD/ATMOS,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-56818154,https://beqcatalogue.readthedocs.io/en/latest/56818154/
Transformers: Age of Extinction,2017-12-05,2014,4K/UHD/ATMOS,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-56818200,https://beqcatalogue.readthedocs.io/en/latest/56818200/
Transformers: The Last Knight,2017-09-26,2017,4K/UHD/ATMOS,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-56735602,https://beqcatalogue.readthedocs.io/en/latest/56735602/
The Transporter,2006-11-14,2002,BD/DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-58327380,https://beqcatalogue.readthedocs.io/en/latest/58327380/
Transporter 2,2006-12-26,2005,BD/DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-58327510,https://beqcatalogue.readthedocs.io/en/latest/58327510/
Transporter 3,2018-08-07,2008,4K/UHD/ATMOS,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-56637484,https://beqcatalogue.readthedocs.io/en/latest/56637484/
The Transporter Refueled,2015-12-08,2015,BD/DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-58332052,https://beqcatalogue.readthedocs.io/en/latest/58332052/
Trauma Center,2020-02-04,2019,BD/DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-59171482,https://beqcatalogue.readthedocs.io/en/latest/59171482/
Triangle,2010-02-02,2009,BD/DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-56848020,https://beqcatalogue.readthedocs.io/en/latest/56848020/
Triple Threat,2019-05-14,2019,BD/DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57836896,https://beqcatalogue.readthedocs.io/en/latest/57836896/
Trolls,2017-02-07,2016,4K/UHD/ATMOS,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57021870,https://beqcatalogue.readthedocs.io/en/latest/57021870/
Trolls World Tour,2020-07-07,2020,4K/UHD/ATMOS,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-59864990,https://beqcatalogue.readthedocs.io/en/latest/59864990/
Tron:Legacy,2011-04-05,2010,BD/DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-56887654,https://beqcatalogue.readthedocs.io/en/latest/56887654/
Tropic Thunder,2008-11-18,2008,BD/TrueHD 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57967898,https://beqcatalogue.readthedocs.io/en/latest/57967898/
True Legend Su Qi-er,2011-09-13,2010,BD/DTS-HD MA 5.1(Mandarin),https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-59854316,https://beqcatalogue.readthedocs.io/en/latest/59854316/
Truth or Dare,2018-07-17,2018,BD/TrueHD 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-58300716,https://beqcatalogue.readthedocs.io/en/latest/58300716/
Tully,2018-07-31,2018,BD/DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-56747572,https://beqcatalogue.readthedocs.io/en/latest/56747572/
Turbo,2013-11-12,2013,BD/DTS-HD MA 7.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-59742642,https://beqcatalogue.readthedocs.io/en/latest/59742642/
Turbo Kid,2015-10-05,2015,BD/DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-59630474,https://beqcatalogue.readthedocs.io/en/latest/59630474/
Twilight,2018-10-23,2008,4K/UHD/ATMOS,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57019920,https://beqcatalogue.readthedocs.io/en/latest/57019920/
Twister,2008-05-06,1996,BD/TrueHD 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-58498402,https://beqcatalogue.readthedocs.io/en/latest/58498402/
U-571,2008-08-26,2000,BD/DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57622512,https://beqcatalogue.readthedocs.io/en/latest/57622512/
UglyDolls,2019-07-30,2019,BD/DTS-HD MA 7.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-58352132,https://beqcatalogue.readthedocs.io/en/latest/58352132/
Unbreakable,2008-04-01,2000,BD/LPCM 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57421512,https://beqcatalogue.readthedocs.io/en/latest/57421512/
Unbroken,2015-03-24,2014,BD/ATMOS,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-56778406,https://beqcatalogue.readthedocs.io/en/latest/56778406/
Uncle Drew,2018-09-25,2018,4K/UHD/ATMOS,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-56835730,https://beqcatalogue.readthedocs.io/en/latest/56835730/
Under the Silver Lake,2019-04-19,2018,BD/DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57298568,https://beqcatalogue.readthedocs.io/en/latest/57298568/
Underwater,2020-04-14,2020,BD/DTS-HD MA 7.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-59438434,https://beqcatalogue.readthedocs.io/en/latest/59438434/
Underworld:Awakening,2012-05-08,2012,BD/DTS-HD MA 7.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57157558,https://beqcatalogue.readthedocs.io/en/latest/57157558/
Underworld,,2003,4K/UHD/ATMOS BD/LPCM 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-56817980,https://beqcatalogue.readthedocs.io/en/latest/56817980/
Underworld:Evolution,2006-06-20,2006,BD/LPCM 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-58304484,https://beqcatalogue.readthedocs.io/en/latest/58304484/
Underworld:Rise of the Lycans,2009-05-12,2009,BD/TrueHD 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-58307078,https://beqcatalogue.readthedocs.io/en/latest/58307078/
Underworld Blood Wars,2017-04-25,2016,4K/UHD/ATMOS BD/DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-56612560,https://beqcatalogue.readthedocs.io/en/latest/56612560/
Unforgiven,2017-05-16,1992,4K/UHD/DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-58317260,https://beqcatalogue.readthedocs.io/en/latest/58317260/
Universal Soldier,2019-11-05,1992,4K/UHD/DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-59402834,https://beqcatalogue.readthedocs.io/en/latest/59402834/
Unstoppable,2011-02-15,2010,BD/DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57965382,https://beqcatalogue.readthedocs.io/en/latest/57965382/
Up,2020-03-03,2009,4K/UHD/ATMOS,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-59306028,https://beqcatalogue.readthedocs.io/en/latest/59306028/
Upgrade,2018-08-21,2018,BD/DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-56693610,https://beqcatalogue.readthedocs.io/en/latest/56693610/
Us,2019-06-18,2019,4K/UHD/ATMOS,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-58170592,https://beqcatalogue.readthedocs.io/en/latest/58170592/
The Usual Suspects,2007-02-13,1995,BD/DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-58277344,https://beqcatalogue.readthedocs.io/en/latest/58277344/
Vacation,2015-11-03,2015,BD/DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-59970848,https://beqcatalogue.readthedocs.io/en/latest/59970848/
Valerian and the City of a Thousand Planets,2017-11-21,2017,4K/UHD/ATMOS,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-56758838,https://beqcatalogue.readthedocs.io/en/latest/56758838/
Van Helsing,2017-09-12,2004,4K/UHD/DTS:X,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57022658,https://beqcatalogue.readthedocs.io/en/latest/57022658/
The Vanishing,2019-03-05,2018,BD/DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57767748,https://beqcatalogue.readthedocs.io/en/latest/57767748/
Venom,2018-12-18,2018,4K/UHD/ATMOS/DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57227384,https://beqcatalogue.readthedocs.io/en/latest/57227384/
V for Vendetta,2008-05-20,2006,BD/DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-56975356,https://beqcatalogue.readthedocs.io/en/latest/56975356/
VFW,2020-03-31,2019,4K/UHD/DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-59406698,https://beqcatalogue.readthedocs.io/en/latest/59406698/
Victor Frankenstein,2016-03-08,2015,BD/DTS-HD MA 7.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57273182,https://beqcatalogue.readthedocs.io/en/latest/57273182/
Violentia,2019-05-12,2018,BD/DTS-HD MA 7.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-58024178,https://beqcatalogue.readthedocs.io/en/latest/58024178/
Vivaruim,2020-05-12,2020,BD/DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-59636674,https://beqcatalogue.readthedocs.io/en/latest/59636674/
Walking Tall (2004),2009-06-02,,BD/DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-59388484,https://beqcatalogue.readthedocs.io/en/latest/59388484/
The Wall,2017-08-15,2017,BD/DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-59635180,https://beqcatalogue.readthedocs.io/en/latest/59635180/
WALL•E,2008-11-18,2008,4K/UHD/ATMOS (Mar.3/2020) BD/DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57711596,https://beqcatalogue.readthedocs.io/en/latest/57711596/
War,2008-02-04,2007,BD/LPCM 7.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-59499648,https://beqcatalogue.readthedocs.io/en/latest/59499648/
Warcraft,2016-09-27,2016,4K/UHD/ATMOS,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-58300676,https://beqcatalogue.readthedocs.io/en/latest/58300676/
War Dogs,2016-11-22,2016,4K/UHD/DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-56777160,https://beqcatalogue.readthedocs.io/en/latest/56777160/
War of the Worlds,,2005,4K/UHD/ATMOS BD/DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57481994,https://beqcatalogue.readthedocs.io/en/latest/57481994/
War Horse,2012-04-03,2011,BD/DTS-HD MA 7.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-58209000,https://beqcatalogue.readthedocs.io/en/latest/58209000/
Warrior,2017-10-24,2011,4K/UHD/ATMOS/DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-58153780,https://beqcatalogue.readthedocs.io/en/latest/58153780/
Watchmen Ultimate Cut,2016-07-19,2009,4K/UHD/TrueHD 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57504674,https://beqcatalogue.readthedocs.io/en/latest/57504674/
Waterworld,2019-07-09,1995,4K/UHD/ATMOS,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57622460,https://beqcatalogue.readthedocs.io/en/latest/57622460/
The Wave,2016-01-01,2015,BD/ATMOS,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57481870,https://beqcatalogue.readthedocs.io/en/latest/57481870/
The Way Back,2020-05-19,2020,BD/ATMOS,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-59405480,https://beqcatalogue.readthedocs.io/en/latest/59405480/
Welcome to Marwen,2019-04-09,2018,BD/TrueHD 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57838806,https://beqcatalogue.readthedocs.io/en/latest/57838806/
Westworld Season 1,2018-02-13,,4K/UHD/ATMOS,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57464408,https://beqcatalogue.readthedocs.io/en/latest/57464408/
Westworld Season 2,2018-12-04,,4K/UHD/ATMOS,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57466772,https://beqcatalogue.readthedocs.io/en/latest/57466772/
What We Do in the Shadows,2015-07-21,2014,BD/DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57963398,https://beqcatalogue.readthedocs.io/en/latest/57963398/
White Boy Rick,2018-12-25,2018,BD/DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57322544,https://beqcatalogue.readthedocs.io/en/latest/57322544/
White House Down,2013-11-05,2013,BD/DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-56811654,https://beqcatalogue.readthedocs.io/en/latest/56811654/
White Snake,2020-02-04,2019,BD/DTS-HD MA 5.1 (Mandarin),https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-59171770,https://beqcatalogue.readthedocs.io/en/latest/59171770/
Whitney,2018-10-16,2018,BD/DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57857100,https://beqcatalogue.readthedocs.io/en/latest/57857100/
Widows,2019-02-05,2018,4K/UHD/ATMOS,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57504168,https://beqcatalogue.readthedocs.io/en/latest/57504168/
Wild,2016-02-14,2014,4K/UHD/DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-56743028,https://beqcatalogue.readthedocs.io/en/latest/56743028/
Wind River,2017-11-14,2017,4K/UHD/DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-56771420,https://beqcatalogue.readthedocs.io/en/latest/56771420/
Whiplash,2015-02-24,2014,BD/DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57726252,https://beqcatalogue.readthedocs.io/en/latest/57726252/
Who Framed Roger Rabbit,2013-03-12,,BD/DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-59599848,https://beqcatalogue.readthedocs.io/en/latest/59599848/
Wings Over Everest,2020-04-22,2019,BD/DTS 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-59933120,https://beqcatalogue.readthedocs.io/en/latest/59933120/
Winter's Bone,2010-10-26,2010,BD/DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-59720240,https://beqcatalogue.readthedocs.io/en/latest/59720240/
The Witch,2016-05-17,2015,BD/DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57021792,https://beqcatalogue.readthedocs.io/en/latest/57021792/
Wolf,2020-07-16,2019,BD/DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-59973244,https://beqcatalogue.readthedocs.io/en/latest/59973244/
The Wolf of Wall Street,2014-03-25,2013,BD/DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-58449556,https://beqcatalogue.readthedocs.io/en/latest/58449556/
Wonder Park,2019-06-18,2019,BD/TrueHD 7.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-58206684,https://beqcatalogue.readthedocs.io/en/latest/58206684/
Wonder Woman,2017-09-19,2017,4K/UHD/ATMOS,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-56778360,https://beqcatalogue.readthedocs.io/en/latest/56778360/
Wonder Woman: Bloodlines,2019-10-22,2019,4K/UHD/DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-58678278,https://beqcatalogue.readthedocs.io/en/latest/58678278/
The Worlds End,2019-09-10,2013,4K/UHD/DTS:X,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-58526424,https://beqcatalogue.readthedocs.io/en/latest/58526424/
The Worlds End,2013-11-19,2013,BD/DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-58015350,https://beqcatalogue.readthedocs.io/en/latest/58015350/
World War Z,2013-09-17,2013,BD/DTS-HD MA 7.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57825014,https://beqcatalogue.readthedocs.io/en/latest/57825014/
Woochi,2013-04-09,2009,BD/DTS-HD MA 5.1 (Korean),https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-59881848,https://beqcatalogue.readthedocs.io/en/latest/59881848/
Wrath of the Titans,2012-06-26,2012,BD/DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-58302670,https://beqcatalogue.readthedocs.io/en/latest/58302670/
Wreck-It Ralph,2018-11-06,2012,4K/UHD/ATMOS,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57076664,https://beqcatalogue.readthedocs.io/en/latest/57076664/
The Wrestler,2009-04-21,2008,BD/DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-59254338,https://beqcatalogue.readthedocs.io/en/latest/59254338/
A Wrinkle in Time,2018-06-05,2018,4K/UHD/ATMOS,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-58277376,https://beqcatalogue.readthedocs.io/en/latest/58277376/
X-Men,,2000,4K/UHD/DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-56861072,https://beqcatalogue.readthedocs.io/en/latest/56861072/
X2:X-Men United,,2003,4K/UHD/DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-56861100,https://beqcatalogue.readthedocs.io/en/latest/56861100/
X-Men:Last Stand,,2006,4K/UHD/DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-56861116,https://beqcatalogue.readthedocs.io/en/latest/56861116/
The Wolverine,2013-12-03,2013,BD/DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-58117842,https://beqcatalogue.readthedocs.io/en/latest/58117842/
X-Men Origins: Wolverine,2017-01-10,2009,BD/DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57825054,https://beqcatalogue.readthedocs.io/en/latest/57825054/
X-Men:First Class,2016-10-04,2011,4K/UHD/DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57837108,https://beqcatalogue.readthedocs.io/en/latest/57837108/
X-Men: Days of Future Past,2016-03-01,2014,4K/UHD/DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57838182,https://beqcatalogue.readthedocs.io/en/latest/57838182/
X-Men:Apocalypse,2016-10-04,2016,4K/UHD/ATMOS (DTS-HD MA Safe),https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-56811920,https://beqcatalogue.readthedocs.io/en/latest/56811920/
X-Men: Dark Phoenix,2019-09-17,2019,4K/UHD/ATMOS/DTS-HD MA 7.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-58494246,https://beqcatalogue.readthedocs.io/en/latest/58494246/
xXx: State of the Union,2017-01-10,2002,BD/TrueHD 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-58239852,https://beqcatalogue.readthedocs.io/en/latest/58239852/
xXx:Return of Xander Cage,2017-05-16,2017,4K/UHD/ATMOS,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-56876460,https://beqcatalogue.readthedocs.io/en/latest/56876460/
Yesterday,2019-09-24,2019,4K/UHD/ATMOS,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-58552590,https://beqcatalogue.readthedocs.io/en/latest/58552590/
You Are Wanted S1,2017-09-07,2017,4K/DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-59953246,https://beqcatalogue.readthedocs.io/en/latest/59953246/
Young Guns,2007-02-06,1988,BD/DTS-HD HR 6.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-58610000,https://beqcatalogue.readthedocs.io/en/latest/58610000/
You Were Never Really Here,2018-07-17,2017,BD/DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-58678218,https://beqcatalogue.readthedocs.io/en/latest/58678218/
Zero Dark Thirty,2017-09-12,2012,4K/UHD/ATMOS,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-56876198,https://beqcatalogue.readthedocs.io/en/latest/56876198/
Zombieland,2019-10-01,2009,4K/UHD/ATMOS,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-58636792,https://beqcatalogue.readthedocs.io/en/latest/58636792/
Zombieland: Double Tap,2020-01-21,2019,4K/UHD/DTS-X/,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-59010104,https://beqcatalogue.readthedocs.io/en/latest/59010104/
Zootopia,2019-11-05,2016,4K/UHD/ATMOS,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-58969896,https://beqcatalogue.readthedocs.io/en/latest/58969896/
22 July,2018-11-01,2018,Netflix DD+,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57088692,https://beqcatalogue.readthedocs.io/en/latest/57088692/
6 Underground,2019-01-01,2019,Netflix DD+ ATMOS,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-58956642,https://beqcatalogue.readthedocs.io/en/latest/58956642/
Agents of S.H.I.E.L.D. S6,2019-01-01,2013,Amazon Prime DD+,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-58460626,https://beqcatalogue.readthedocs.io/en/latest/58460626/
Altered Carbon S1,2018-01-01,2018,Netflix DD+ ATMOS,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-56816638,https://beqcatalogue.readthedocs.io/en/latest/56816638/
Altered Carbon S2,2020-01-01,2018,Netflix DD+ ATMOS,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-59303026,https://beqcatalogue.readthedocs.io/en/latest/59303026/
Amazing Stories S1,2020-01-01,2020,AppleTV DD+ATMOS,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-59337898,https://beqcatalogue.readthedocs.io/en/latest/59337898/
Apostle,2018-01-01,2018,Netflix DD+,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-58190490,https://beqcatalogue.readthedocs.io/en/latest/58190490/
Another Life,2019-01-01,2019,Netflix DD+ ATMOS,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-58386802,https://beqcatalogue.readthedocs.io/en/latest/58386802/
Artemis Fowl,2020-01-01,2020,Disney+ DD+,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-59807490,https://beqcatalogue.readthedocs.io/en/latest/59807490/
The Banker,2020-01-01,2020,AppleTV DD+ATMOS,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-59399192,https://beqcatalogue.readthedocs.io/en/latest/59399192/
Barry S2,2018-01-01,2018,Amazon Prime DD+,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-59366890,https://beqcatalogue.readthedocs.io/en/latest/59366890/
Beats,2019-01-01,2019,Netflix DD+,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-58208798,https://beqcatalogue.readthedocs.io/en/latest/58208798/
Bird Box,2018-01-01,2018,Netflix DD+ ATMOS,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57318582,https://beqcatalogue.readthedocs.io/en/latest/57318582/
Black Mirror: Bandersnatch,2018-01-01,2018,Netflix DD+,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57343384,https://beqcatalogue.readthedocs.io/en/latest/57343384/
Black Summer,2019-01-01,2019,Netflix DD+ ATMOS,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57896698,https://beqcatalogue.readthedocs.io/en/latest/57896698/
Bosch S6,,2014,Amazon Prime DD+,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-59540646,https://beqcatalogue.readthedocs.io/en/latest/59540646/
The Boys,2019-01-01,2019,Amazon Prime DD+,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-58348476,https://beqcatalogue.readthedocs.io/en/latest/58348476/
Bright,2017-12-01,2017,Netflix DD+ ATMOS,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-56805764,https://beqcatalogue.readthedocs.io/en/latest/56805764/
Castle Rock S1,2018-01-01,2018,Amazon Prime DD+,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-59414248,https://beqcatalogue.readthedocs.io/en/latest/59414248/
Castle Rock S2,2019-01-01,2018,Amazon Prime DD+,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-59414292,https://beqcatalogue.readthedocs.io/en/latest/59414292/
Casltevania S3,2020-01-01,2017,Netflix DD+ ATMOS,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-59345230,https://beqcatalogue.readthedocs.io/en/latest/59345230/
